title,category,type
dapat rezeki lebaran,hadiah,pemasukan
beli staem,hiburan,pengeluaran
beli tiekt cgv,hiburan,pengeluaran
gaji part time ke rekening,gaji,pemasukan
terima kado daari keluuarga,hadiah,pemasukan
beli earphone di shopee,belanja,pengeluaran
bayar uang kos,tagihan,pengeluaran
langganan futsal,hiburan,pengeluaran
anik commuter line ke mall,transport,pengeluaran
ngopi americano,minuman,pengeluaran
paket dtaa,tagihan,pengeluaran
baar busway,transport,pengeluaran
minum americano,minuman,pengeluaran
beli sate ayam,makanan,pengeluaran
lsip agji,gaji,pemasukan
gaji magnag dr rpoyek,gaji,pemasukan
naik bus ke stasiun,transport,pengeluaran
pertalite,transport,pengeluaran
pesan mnman cincau,minuman,pengeluaran
tiket bioskop rame-rame,hiburan,pengeluaran
fish n chips bareng teman,makanan,pengeluaran
belli tiket xxi,hiburan,pengeluaran
garuda,transport,pengeluaran
dapat kado dr saudara,hadiah,pemasukan
biznet,tagihan,pengeluaran
byr tambal ban,transport,pengeluaran
main futsal,hiburan,pengeluaran
traansfer gaji dari perusahaan,gaji,pemasukan
mie ayam pagi tadi,makanan,pengeluaran
dapt warisan ulang tahun,hadiah,pemasukan
tikket knser,hiburan,pengeluaran
tunjangan transport ke rekening,gaji,pemasukan
main escape room,hiburan,pengeluaran
ebli di restoran,makanan,pengeluaran
bonus tahunan bulan ini,gaji,pemasukan
bayar bizet tiap bulan,tagihan,pengeluaran
sewa badmniton,hiburan,pengeluaran
earphone blbli,belanja,pengeluaran
komisi penjualan daari perusahaan,gaji,pemasukan
beli jus mangga,minuman,pengeluaran
kado uang dari tante,hadiah,pemasukan
dapat sumangan darri keeluarga,hadiah,pemasukan
baju blibli,belanja,pengeluaran
uang warisan lebaran,hadiah,pemasukan
daaapat tip,hadiah,pemasukan
gaaji harian dr perusahaan,gaji,pemasukan
bayar listrik bulan lalu,tagihan,pengeluaran
resep langanan,kesehatan,pengeluaran
shopee food seafood,makanan,pengeluaran
liburran baali,hiburan,pengeluaran
pesan minuuman soda,minuman,pengeluaran
beli baju baru,belanja,pengeluaran
mouse,belanja,pengeluaran
konsl biaya dokter,kesehatan,pengeluaran
hibah daari tante,hadiah,pemasukan
ngopi air putih,minuman,pengeluaran
main paintball,hiburan,pengeluaran
juara loba dari keluarga,hadiah,pemasukan
bayar iuran sampah,tagihan,pengeluaran
paket data,tagihan,pengeluaran
kentang goreng malam ini,makanan,pengeluaran
maakn di mcdonald,makanan,pengeluaran
bayar bpjs ketenagakerjaan bulan lalu,tagihan,pengeluaran
warisan dari teman,hadiah,pemasukan
sriwijaya pulang kampung,transport,pengeluaran
beli sampo,belanja,pengeluaran
shopeefood rendang,makanan,pengeluaran
top up steam bulanan,hiburan,pengeluaran
naik lrt,transport,pengeluaran
booking hoteel ke bandung,hiburan,pengeluaran
gaji harian dr perusahaan,gaji,pemasukan
rezeki nomplok lebaran,hadiah,pemasukan
hadiah menang tadi,hadiah,pemasukan
beli kamera di bukalapak,belanja,pengeluaran
baayr uang kos,tagihan,pengeluaran
inncome dari proyek,gaji,pemasukan
minum cold brew,minuman,pengeluaran
perpanjang langganan vidio,hiburan,pengeluaran
indomie bareng teman,makanan,pengeluaran
whoosh pp,transport,pengeluaran
tiket garuda ke medan,transport,pengeluaran
konsul cabut gigi,kesehatan,pengeluaran
komisi penjualan,gaji,pemasukan
naik gojek ke bengkel,transport,pengeluaran
tagihan internet,tagihan,pengeluaran
langganan hbo,hiburan,pengeluaran
peralatan rumah bukalapak,belanja,pengeluaran
gajji bln lalu,gaji,pemasukan
bayar sewa rumah bulan ini,tagihan,pengeluaran
soto betawi,makanan,pengeluaran
bayar sewa rmuah bulanan,tagihan,pengeluaran
xxi akhiir pekan,hiburan,pengeluaran
traktiran baalik daari keluraga,hadiah,pemasukan
batagor siang tadi,makanan,pengeluaran
naik krl,transport,pengeluaran
terima gaji,gaji,pemasukan
jus alpukat di starbucks,minuman,pengeluaran
top up mobile legends,hiburan,pengeluaran
bayar laangganan netflix,hiburan,pengeluaran
periksa di biaya operasi,kesehatan,pengeluaran
hypermarket,belanja,pengeluaran
honor kerja usdah cair,gaji,pemasukan
headset blibli,belanja,pengeluaran
cashbbaack dr keluarga,hadiah,pemasukan
beli suplemen di apotik,kesehatan,pengeluaran
kado pernikahan uang,hadiah,pemasukan
pesan minuman es jeruk,minuman,pengeluaran
pizza di warteg,makanan,pengeluaran
beli makanan steak,makanan,pengeluaran
blei minuman thai milk tea,minuman,pengeluaran
liburan,hiburan,pengeluaran
bayar cek kesehatan,kesehatan,pengeluaran
earphone shopee,belanja,pengeluaran
indriver ke gym,transport,pengeluaran
tiekt mrt,transport,pengeluaran
dikasih duit tadi,hadiah,pemasukan
paket indosat,tagihan,pengeluaran
belanja hp,belanja,pengeluaran
sepatu bilbli,belanja,pengeluaran
tkiet mrt ke stasiun,transport,pengeluaran
pesan bihun goreng,makanan,pengeluaran
aksesoris,belanja,pengeluaran
aung magang dri perusahaan,gaji,pemasukan
byr indihome bulanan,tagihan,pengeluaran
langganan inernt,tagihan,pengeluaran
beli minuman es kopi susu,minuman,pengeluaran
lion air ke medan,transport,pengeluaran
blue bird tiap hari,transport,pengeluaran
upah lembur dari klien,gaji,pemasukan
dapat doorprize dari keluarga,hadiah,pemasukan
tiket lion ke medan,transport,pengeluaran
pesan makan sego,makanan,pengeluaran
beli makeup baru,belanja,pengeluaran
periksa tambal gigi,kesehatan,pengeluaran
upah lembur dari kantor,gaji,pemasukan
belli elektronik di lazada,belanja,pengeluaran
gaji harian,gaji,pemasukan
cicilan hp bulan lalu,tagihan,pengeluaran
kaos,belanja,pengeluaran
order es campur,minuman,pengeluaran
teria gaji sudah caiir,gaji,pemasukan
gaji bulanan,gaji,pemasukan
uang lebaran,hadiah,pemasukan
beli earphone di mall,belanja,pengeluaran
bli makanan tempe goreng di rumah makan,makanan,pengeluaran
cinema sama teman,hiburan,pengeluaran
teh manis di kantor,minuman,pengeluaran
naik bajaj,transport,pengeluaran
pesan mkn shawarma,makanan,pengeluaran
tagihan internet buln ini,tagihan,pengeluaran
peralatan dapur tokopedia,belanja,pengeluaran
haus,minuman,pengeluaran
beli watson online,kesehatan,pengeluaran
gaji magang daai proyek,gaji,pemasukan
insentif penjualan dari klien,gaji,pemasukan
ganti oli,transport,pengeluaran
bayar angsuran motor,tagihan,pengeluaran
pesawat ke bali,transport,pengeluaran
dapat transferan dari tatne,hadiah,pemasukan
bbm motor,transport,pengeluaran
konsultasi dental,kesehatan,pengeluaran
ancol ke bandug,hiburan,pengeluaran
beli laptop di mall,belanja,pengeluaran
uang nikah,hadiah,pemasukan
belli pulsa three,tagihan,pengeluaran
dimsum di food court,makanan,pengeluaran
gjai ke rekening via transfer,gaji,pemasukan
sewa bwling,hiburan,pengeluaran
kereta cepat ke gym,transport,pengeluaran
tip peanggan,hadiah,pemasukan
angao immlek,hadiah,pemasukan
bayar asuraansi kesehatan,tagihan,pengeluaran
ayam penyet bareng keluarga,makanan,pengeluaran
bayar rontgen,kesehatan,pengeluaran
hadiah lomba dr om,hadiah,pemasukan
jajan martabak telur,makanan,pengeluaran
siomay pagi tadi,makanan,pengeluaran
teh koak,minuman,pengeluaran
bayar maxim car,transport,pengeluaran
naik indriver ke bengkel,transport,pengeluaran
warisan tak etruga,hadiah,pemasukan
dapat sumbangan adri ortu,hadiah,pemasukan
honor kerja sudah ciar,gaji,pemasukan
biaya tambal gigi,kesehatan,pengeluaran
slay dr poek,gaji,pemasukan
pizza,makanan,pengeluaran
mkn di ayam geprek,makanan,pengeluaran
sesi fisiotterapi,kesehatan,pengeluaran
beli headset di bukalapak,belanja,pengeluaran
hotel sama teman,hiburan,pengeluaran
kpr,tagihan,pengeluaran
dapat uang saku dari keluarga,hadiah,pemasukan
langganan paintball,hiburan,pengeluaran
goride ke kampus,transport,pengeluaran
ke usg,kesehatan,pengeluaran
cashback goppay dari tante,hadiah,pemasukan
maxim car,transport,pengeluaran
smoothie di kantor,minuman,pengeluaran
bayyar biznet bulan ini,tagihan,pengeluaran
celana,belanja,pengeluaran
reward dari rotu,hadiah,pemasukan
angsuran motor tiap bulan,tagihan,pengeluaran
shawarma di ruah makan,makanan,pengeluaran
beli aksesoris hp di ammll,belanja,pengeluaran
hibah tak terduga,hadiah,pemasukan
supermarket,belanja,pengeluaran
lion air,transport,pengeluaran
beli sayur di pasar,belanja,pengeluaran
shawarma di food court,makanan,pengeluaran
goride ke mll,transport,pengeluaran
bayar wifi bulanan,tagihan,pengeluaran
betadine,kesehatan,pengeluaran
mie rebus di mall,makanan,pengeluaran
bayar kas rt bulan ini,tagihan,pengeluaran
tiket museum ke bali,hiburan,pengeluaran
keyboard bukalapak,belanja,pengeluaran
pesan makaan siomay,makanan,pengeluaran
deterjen bliblli,belanja,pengeluaran
seafood malam ini,makanan,pengeluaran
gaji pokok darri proyek,gaji,pemasukan
biaya service motor,transport,pengeluaran
mkn di ayam bakar,makanan,pengeluaran
prime video,hiburan,pengeluaran
paket data three,tagihan,pengeluaran
reward dri rotu,hadiah,pemasukan
pesan mkn ayam kremes,makanan,pengeluaran
angpau ulang tahun,hadiah,pemasukan
jajan mie ayam,makanan,pengeluaran
bayar pemi asuransi bulanan,tagihan,pengeluaran
bayar listrik bulan ini,tagihan,pengeluaran
dikash duiit,hadiah,pemasukan
alat tulis bukalapak,belanja,pengeluaran
paket xl,tagihan,pengeluaran
langganan streaming bulanan,hiburan,pengeluaran
plita air ke bali,transport,pengeluaran
beli makan siang,makanan,pengeluaran
gji kontrak dari perusahaan,gaji,pemasukan
bayar gocar,transport,pengeluaran
beli sepatu di blibli,belanja,pengeluaran
top up diamond bulanan,hiburan,pengeluaran
gocar ke kampus,transport,pengeluaran
hadiah menang dr teman,hadiah,pemasukan
jadwal vaksinasi,kesehatan,pengeluaran
rgocery di pasar,belanja,pengeluaran
tagihaan air,tagihan,pengeluaran
kopi dalgona,minuman,pengeluaran
dapat sumbanagan darri teman,hadiah,pemasukan
batik air ke medan,transport,pengeluaran
gaji ke rekening dari proyek,gaji,pemasukan
earphone tokopdeia,belanja,pengeluaran
reward aplikasi tak terduga,hadiah,pemasukan
ngopi thaai tea,minuman,pengeluaran
gado-gado di kantin,makanan,pengeluaran
cashback lebaaran,hadiah,pemasukan
biznet tiap bulan,tagihan,pengeluaran
order latte,minuman,pengeluaran
makan rendang,makanan,pengeluaran
angpao ulang tahun,hadiah,pemasukan
beli free fire,hiburan,pengeluaran
makan seafood,makanan,pengeluaran
dikirimi uang dari om,hadiah,pemasukan
hadiah dari saudara,hadiah,pemasukan
dapat sumbangan dari teman,hadiah,pemasukan
dikirimi uang dari kelluarga,hadiah,pemasukan
gaji pertama adri perusaahan,gaji,pemasukan
makan di sate kambing,makanan,pengeluaran
beli oat millk latte,minuman,pengeluaran
order capcay,makanan,pengeluaran
wedang jahe sore tadi,minuman,pengeluaran
pln bulanan,tagihan,pengeluaran
maxim ke bengkel,transport,pengeluaran
beli peralatan rumah di tokopedia,belanja,pengeluaran
hadiaah niah,hadiah,pemasukan
beli century,kesehatan,pengeluaran
beli bensin mobil,transport,pengeluaran
soto betawi di restoran,makanan,pengeluaran
aksesoris hp lazada,belanja,pengeluaran
tiet konser sama teman,hiburan,pengeluaran
pesan minuman taro milk tea,minuman,pengeluaran
udang di rumah mkaan,makanan,pengeluaran
bayar bppjs,tagihan,pengeluaran
tripod lazada,belanja,pengeluaran
bayar air bulanan,tagihan,pengeluaran
bonus tahunan,gaji,pemasukan
ngopi milk tea,minuman,pengeluaran
stroom listrik bulan lalu,tagihan,pengeluaran
makan di mall,makanan,pengeluaran
insentif bulan ini,gaji,pemasukan
bayar bpjjs ketenagakerjaan,tagihan,pengeluaran
beli peralatan dapur di tokopedia,belanja,pengeluaran
essi fisioterapi,kesehatan,pengeluaran
belanja dapur di supermarket,belanja,pengeluaran
premi asuransi bulanan,tagihan,pengeluaran
dapat tip kemarin,hadiah,pemasukan
pesan makan roti bakar,makanan,pengeluaran
belanja famiily mart,belanja,pengeluaran
perpanjang vidio,hiburan,pengeluaran
es campur paagi,minuman,pengeluaran
komisi penjualan dari kantor,gaji,pemasukan
teh hijau,minuman,pengeluaran
order bubur ayam,makanan,pengeluaran
beli minuman jus jeruk,minuman,pengeluaran
cashback shopee dari om,hadiah,pemasukan
dum,minuman,pengeluaran
nonton kosner musik,hiburan,pengeluaran
sate padang di warteg,makanan,pengeluaran
naik busway ke bengkel,transport,pengeluaran
mall,hiburan,pengeluaran
tip pelanggan kmarin,hadiah,pemasukan
pkaet data indosat,tagihan,pengeluaran
makan janji jiwa makanan,makanan,pengeluaran
pesan makan ayam penyet di restoran,makanan,pengeluaran
minum smoothie,minuman,pengeluaran
mie gacoan di mall,makanan,pengeluaran
bayar stroom listrik bulan lalu,tagihan,pengeluaran
baayar listrik bulanan,tagihan,pengeluaran
suplemen,kesehatan,pengeluaran
sate kambing siang tadi,makanan,pengeluaran
baayar air bulanan,tagihan,pengeluaran
bihun goreng di rumah makan,makanan,pengeluaran
kereta cepat ke mall,transport,pengeluaran
beli samo,belanja,pengeluaran
beli cappuccino,minuman,pengeluaran
by.u,tagihan,pengeluaran
beli kimia farma di apotek,kesehatan,pengeluaran
uang saku lebbbaran,hadiah,pemasukan
adpat kado,hadiah,pemasukan
makan di ayam geprek,makanan,pengeluaran
dimsum pagi tadi,makanan,pengeluaran
naik maxim ke bengkel,transport,pengeluaran
bnus kierja bulan ini,gaji,pemasukan
trakttiran baalik daari keluraga,hadiah,pemasukan
langganan prime vdieo bulanan,hiburan,pengeluaran
upah bulanan cair,gaji,pemasukan
sriwijaya ke bali,transport,pengeluaran
whana sama teman,hiburan,pengeluaran
belanja buah,belanja,pengeluaran
perlengkapan,belanja,pengeluaran
gaji kanotr,gaji,pemasukan
blue bird ke bandara,transport,pengeluaran
prealatan rumah bukalapak,belanja,pengeluaran
mosue bukalapak,belanja,pengeluaran
beli sandal di shopee,belanja,pengeluaran
maxim car ke kampus,transport,pengeluaran
teh pucuk,minuman,pengeluaran
bpjs kesehatan,tagihan,pengeluaran
pesan boba,minuman,pengeluaran
langganan dissney,hiburan,pengeluaran
hadiah menang dari tante,hadiah,pemasukan
bayar langganan spotify,hiburan,pengeluaran
hadiah emnang tadi,hadiah,pemasukan
biaya escpe room,hiburan,pengeluaran
naik commuter line,transport,pengeluaran
beli charger di tokopedia,belanja,pengeluaran
sumbangan dari suadara,hadiah,pemasukan
uang warisan dari saudara,hadiah,pemasukan
makan ayam kremes,makanan,pengeluaran
beli es kealpa,minuman,pengeluaran
tiket lion ke bali,transport,pengeluaran
beli perban,kesehatan,pengeluaran
beli celana di blibli,belanja,pengeluaran
mkn nasi uduk,makanan,pengeluaran
pesan kopi,minuman,pengeluaran
abyar bpjjs ketenagakerjaan,tagihan,pengeluaran
vitamin c tiap bulan,kesehatan,pengeluaran
pesan nasi ayam,makanan,pengeluaran
groceery di pasar,belanja,pengeluaran
minyak ikaan tip bulan,kesehatan,pengeluaran
uang daai orang tua,hadiah,pemasukan
bayar stroom listrik tiiap bulan,tagihan,pengeluaran
naik taksi,transport,pengeluaran
langganan vidio bulanan,hiburan,pengeluaran
gji kontrak dari peruusahaan,gaji,pemasukan
lsip gaji,gaji,pemasukan
buku shopee,belanja,pengeluaran
mie ayam bareng teman,makanan,pengeluaran
sewa billirad,hiburan,pengeluaran
mkn capcay,makanan,pengeluaran
bubble tea dingin,minuman,pengeluaran
dapat cashbck ulang tahun,hadiah,pemasukan
bensin motor mobil,transport,pengeluaran
sate padang di food court,makanan,pengeluaran
tiket krl ke mall,transport,pengeluaran
beli charger di lazada,belanja,pengeluaran
maxim,transport,pengeluaran
minum es cendol,minuman,pengeluaran
beli kosmetik di lazada,belanja,pengeluaran
biaya antigen,kesehatan,pengeluaran
tunjangan jbaatan dari perusahaan,gaji,pemasukan
biya imunisasi,kesehatan,pengeluaran
income,gaji,pemasukan
go car ke rumah sakit,transport,pengeluaran
dapat erzeki lebaran,hadiah,pemasukan
pnghasilan dari lkien,gaji,pemasukan
pemasukan gaji buan lalu,gaji,pemasukan
sewa rumaah,tagihan,pengeluaran
makan es teler 77,makanan,pengeluaran
bli peralatan rumah di indomaret,belanja,pengeluaran
leembur via transefr,gaji,pemasukan
pepsi,minuman,pengeluaran
beli minuman bandrek,minuman,pengeluaran
bus trans,transport,pengeluaran
minum es teh,minuman,pengeluaran
beli mnman es cendol,minuman,pengeluaran
beli minuman air kelapa,minuman,pengeluaran
sumbangan ulang tahun,hadiah,pemasukan
komisi dai kantor,gaji,pemasukan
anpao tadi,hadiah,pemasukan
bayar nagsuran motor bulan lalu,tagihan,pengeluaran
dapat uang saku dari ortu,hadiah,pemasukan
pnedapatan sudah acir,gaji,pemasukan
beli elektronik,belanja,pengeluaran
makan pagi di kantin,makanan,pengeluaran
bayar biaya dokter,kesehatan,pengeluaran
jadwal cehck up,kesehatan,pengeluaran
kemeja blibli,belanja,pengeluaran
bli skincare baru,belanja,pengeluaran
eswa fitness,hiburan,pengeluaran
booking airbnb,hiburan,pengeluaran
tujnangan ciar,gaji,pemasukan
beli hadiah buat teman,belanja,pengeluaran
rumah sakit,kesehatan,pengeluaran
jajan pecel lele di rumah makan,makanan,pengeluaran
ojek online ke kantor,transport,pengeluaran
beli kelapa muda,minuman,pengeluaran
beli es cendol,minuman,pengeluaran
bayar akupunktur,kesehatan,pengeluaran
dpat cashback adri om,hadiah,pemasukan
taman wisata ke jogja,hiburan,pengeluaran
latte,minuman,pengeluaran
bahan bakar motor,transport,pengeluaran
mkn di mkn siang,makanan,pengeluaran
uanng lebaran,hadiah,pemasukan
capcay pagi tadi,makanan,pengeluaran
pesan minuman air putih,minuman,pengeluaran
kado pernikaahn uanng,hadiah,pemasukan
transjakarta,transport,pengeluaran
obat resep tiap bullan,kesehatan,pengeluaran
cahback dr keluarga,hadiah,pemasukan
nasi goreng di kantor,makanan,pengeluaran
menanng giveaway dari ortu,hadiah,pemasukan
peesan makan capcay,makanan,pengeluaran
juara olmba dari teman,hadiah,pemasukan
honor kerja,gaji,pemasukan
makan di cfc,makanan,pengeluaran
honor ke rekening,gaji,pemasukan
slip gaji adri klien,gaji,pemasukan
sewa secape room,hiburan,pengeluaran
taksi online ke bandara,transport,pengeluaran
makan roti bakar di kantor,makanan,pengeluaran
pesan makan lalapan,makanan,pengeluaran
cashback ovo dr om,hadiah,pemasukan
bayar uang kost,tagihan,pengeluaran
es buah,minuman,pengeluaran
hadiah niah,hadiah,pemasukan
pesan lemon tea,minuman,pengeluaran
thai tea,minuman,pengeluaran
bayar cuci motor,transport,pengeluaran
naik gocar ke mall,transport,pengeluaran
cashhback gopay ati,hadiah,pemasukan
beli watson onlline,kesehatan,pengeluaran
tunjangan makan dari bos,gaji,pemasukan
bayar indihome bulan lalu,tagihan,pengeluaran
makan rawon di restoran,makanan,pengeluaran
beli skincare di mall,belanja,pengeluaran
dikirimi uang dari teman,hadiah,pemasukan
martabak telur bareng teman,makanan,pengeluaran
belanja mingguan di pasar,belanja,pengeluaran
naik busway ke sekolah,transport,pengeluaran
cincau di starbucks,minuman,pengeluaran
pesan dimsum,makanan,pengeluaran
uang awiaan,hadiah,pemasukan
jus,minuman,pengeluaran
heaset blibli,belanja,pengeluaran
beli hp di mall,belanja,pengeluaran
gaji karyawan bulan lalu,gaji,pemasukan
susu segar,minuman,pengeluaran
dapat hadiah ulanng tahun,hadiah,pemasukan
agji pertama dri perusahaan,gaji,pemasukan
makan di martabak manis,makanan,pengeluaran
lemon tea take away,minuman,pengeluaran
isi pulsa by.u,tagihan,pengeluaran
belanja skincrae,belanja,pengeluaran
juara lomba lebaran,hadiah,pemasukan
dufan ke bandung,hiburan,pengeluaran
langganan iqii,hiburan,pengeluaran
beli headset di mall,belanja,pengeluaran
main bowling,hiburan,pengeluaran
gaji ke 13 sudah cair,gaji,pemasukan
top up roblox bulanan,hiburan,pengeluaran
beli makeup,belanja,pengeluaran
wairsan dari teman,hadiah,pemasukan
insentif penjualan dari klein,gaji,pemasukan
beli saayur,belanja,pengeluaran
langganan apple music bulanan,hiburan,pengeluaran
beli buku di shopee,belanja,pengeluaran
first media,tagihan,pengeluaran
lsiip agi,gaji,pemasukan
beli paket data indosat,tagihan,pengeluaran
beli obat di kimia farma,kesehatan,pengeluaran
bayar tagihan internet bulan lalu,tagihan,pengeluaran
cashback ovo dr oru,hadiah,pemasukan
air kelapa,minuman,pengeluaran
bayar apple music,hiburan,pengeluaran
seafood di kantor,makanan,pengeluaran
traveloka hotel ke bali,hiburan,pengeluaran
bayar iuran rt bulan ini,tagihan,pengeluaran
ngopi di esteh indonesia,minuman,pengeluaran
order minuman ennergi,minuman,pengeluaran
naik maxim pulang,transport,pengeluaran
bus malam,transport,pengeluaran
adapat cashback ulang tahun,hadiah,pemasukan
bayar indihome tiap bulan,tagihan,pengeluaran
hadiah menang,hadiah,pemasukan
bbm mobil,transport,pengeluaran
bayar go ride,transport,pengeluaran
bonus tahnuan via traansfer,gaji,pemasukan
terima hadiah dari ortu,hadiah,pemasukan
daat transferan dari keluarga,hadiah,pemasukan
dapat rezkei tak terduga,hadiah,pemasukan
bayar cicilan,tagihan,pengeluaran
pesan kelapa muda,minuman,pengeluaran
beli jus alpukat,minuman,pengeluaran
dappat sumangan dari keluarga,hadiah,pemasukan
dikirimi uang ulang thun,hadiah,pemasukan
beli diamond bulanan,hiburan,pengeluaran
bayaran freelance bulan lalu,gaji,pemasukan
bhaan makanan di supermarket,belanja,pengeluaran
bonus kinerja bln ini,gaji,pemasukan
dimsum di restoran,makanan,pengeluaran
order sate ayam,makanan,pengeluaran
ebli aksesoris hp di amll,belanja,pengeluaran
tagihan air bluanan,tagihan,pengeluaran
beli watson di kimia farma,kesehatan,pengeluaran
gocar bolak balik,transport,pengeluaran
gji magang dari perusahaan,gaji,pemasukan
beli suplemen bulanan,kesehatan,pengeluaran
masuk gaji bulaan ini,gaji,pemasukan
sembako di paasr,belanja,pengeluaran
ngopi es campur,minuman,pengeluaran
bayar uaang kost,tagihan,pengeluaran
beli probiotik di apotik,kesehatan,pengeluaran
blei earphone baru,belanja,pengeluaran
bayar kos bulan lalu,tagihan,pengeluaran
sesi trapi,kesehatan,pengeluaran
jalan-jalan,hiburan,pengeluaran
bei buuku baru,belanja,pengeluaran
sandal lazada,belanja,pengeluaran
bonus kerja sudah cair,gaji,pemasukan
cumi goreng,makanan,pengeluaran
bayar wifi tiap bulan,tagihan,pengeluaran
pesan gulai siang tadi,makanan,pengeluaran
pesan minuman es teh,minuman,pengeluaran
tiket krl pulang,transport,pengeluaran
gji kontrak dai peruusahaan,gaji,pemasukan
ovo bils,tagihan,pengeluaran
myrepublic bulan lalu,tagihan,pengeluaran
ebli sabun mandi di pasar,belanja,pengeluaran
konsul psikiater,kesehatan,pengeluaran
order matcha,minuman,pengeluaran
ngopi di tomoro coffee,minuman,pengeluaran
sumbangan darri suadara,hadiah,pemasukan
beli daging di pasar,belanja,pengeluaran
belanja superindo,belanja,pengeluaran
order martabak telur bareng keluarga,makanan,pengeluaran
hadiah lomba,hadiah,pemasukan
pesan minuman frappuccino,minuman,pengeluaran
beli celana di supermarket,belanja,pengeluaran
warisan tak teruga,hadiah,pemasukan
konusltasi scaling,kesehatan,pengeluaran
bli diamond bulanan,hiburan,pengeluaran
beli resep langganan,kesehatan,pengeluaran
belanja kaos,belanja,pengeluaran
byr iurn rt tiap bulan,tagihan,pengeluaran
sewa kammar,tagihan,pengeluaran
pulsa axis,tagihan,pengeluaran
tip pelanggan ulang tahun,hadiah,pemasukan
maxim motor ke pasar,transport,pengeluaran
tempe goreng siang tadi,makanan,pengeluaran
upah harian dai klien,gaji,pemasukan
pion reward ekmarin,hadiah,pemasukan
pesan makan gorengan,makanan,pengeluaran
gocar,transport,pengeluaran
isi pulsa telkomsel,tagihan,pengeluaran
upah kerja dari bos,gaji,pemasukan
beli alat tulis di tokopedia,belanja,pengeluaran
makan malam di warteg,makanan,pengeluaran
krl tiap hari,transport,pengeluaran
ikan bakar di food court,makanan,pengeluaran
pesan makan ayam kremes di kantor,makanan,pengeluaran
belanja di minimarket,belanja,pengeluaran
bayar tagihan wifi,tagihan,pengeluaran
kopi susu buat kerja,minuman,pengeluaran
paket data indosat,tagihan,pengeluaran
grabfood,makanan,pengeluaran
bayar prmi asuransi tiap bulan,tagihan,pengeluaran
gaji pertama bulan ini,gaji,pemasukan
penghasilan bulanan via transfer,gaji,pemasukan
iuran rw,tagihan,pengeluaran
batagor di mall,makanan,pengeluaran
bioskop bareng keeluarga,hiburan,pengeluaran
ke cek darah,kesehatan,pengeluaran
ordr pempek,makanan,pengeluaran
beli probiotik di kimia farma,kesehatan,pengeluaran
belanja makeup,belanja,pengeluaran
tagihan listrik,tagihan,pengeluaran
booking villa,hiburan,pengeluaran
hokben,makanan,pengeluaran
minuman boba dingin,minuman,pengeluaran
ngoi bajigur,minuman,pengeluaran
aung magang dari perusahaan,gaji,pemasukan
liburan bali ke jogja,hiburan,pengeluaran
resort sama keluarga,hiburan,pengeluaran
americano sore tadi,minuman,pengeluaran
fried chicken di food court,makanan,pengeluaran
pasar,belanja,pengeluaran
ojol ke seoklah,transport,pengeluaran
baayar tagihan,tagihan,pengeluaran
order cappuccino,minuman,pengeluaran
biaya futsal,hiburan,pengeluaran
belanja earphone,belanja,pengeluaran
ngopi kelapa muda,minuman,pengeluaran
tunjangn jabatan bulan ini,gaji,pemasukan
tagihan listrik bulanan,tagihan,pengeluaran
naik grab,transport,pengeluaran
beli keyboard di bukalapak,belanja,pengeluaran
main sewa sepeda,hiburan,pengeluaran
dapat doorprize dari om,hadiah,pemasukan
pdam bullan ini,tagihan,pengeluaran
traktiran baalik daari keluarga,hadiah,pemasukan
beli jaket di bukalapak,belanja,pengeluaran
reward dari om,hadiah,pemasukan
pulsa by.u,tagihan,pengeluaran
paket data tellkomsel,tagihan,pengeluaran
pempek,makanan,pengeluaran
sop iga di food court,makanan,pengeluaran
buku lazada,belanja,pengeluaran
belaanja parfum,belanja,pengeluaran
brown sugar obba panas,minuman,pengeluaran
honorarium adrri klein,gaji,pemasukan
naik maxim car pulang,transport,pengeluaran
es kelapa pagi,minuman,pengeluaran
hadiah ulang tahun,hadiah,pemasukan
naik grab ke terminal,transport,pengeluaran
beli ayam penyet di restoran,makanan,pengeluaran
beli alat amkan,belanja,pengeluaran
geprek bensu di food court,makanan,pengeluaran
dapat thr dai tante,hadiah,pemasukan
ramen di warteg,makanan,pengeluaran
bayr uanng kos,tagihan,pengeluaran
pesan mnman energi,minuman,pengeluaran
ngopi kopi tubruk,minuman,pengeluaran
tiket lion air,transport,pengeluaran
ngopi di gong cha,minuman,pengeluaran
kopi tubruk,minuman,pengeluaran
periksa dental,kesehatan,pengeluaran
hotel,hiburan,pengeluaran
beli bahan bakar,transport,pengeluaran
bayar kos bulanan bulan lalu,tagihan,pengeluaran
angkot ke kantor,transport,pengeluaran
pesan minuman es teh manis,minuman,pengeluaran
beli pulsa smartfren,tagihan,pengeluaran
gaji pegawai buan ini,gaji,pemasukan
pesan ayam geprek,makanan,pengeluaran
nonton film,hiburan,pengeluaran
beli bjau di shopee,belanja,pengeluaran
order tempe gorreng di rumah makan,makanan,pengeluaran
tunjangan transport via transsfer,gaji,pemasukan
nasi liwet malam ini,makanan,pengeluaran
beli obat flu di kimia farma,kesehatan,pengeluaran
laboratorium,kesehatan,pengeluaran
naik rgab car ke kampus,transport,pengeluaran
komisi penjualan sudah cair,gaji,pemasukan
bonnus kreja ke rkening,gaji,pemasukan
subsccribe netflix,hiburan,pengeluaran
thai milk tea sore tadi,minuman,pengeluaran
wiffi bluanan,tagihan,pengeluaran
beli es buah,minuman,pengeluaran
