title,category,type
bayar honor ke tomoro coffee,tagihan,pengeluaran
hadiah menang darri ortu,hadiah,pemasukan
nasi kuning di kantor,makanan,pengeluaran
beli hand sanitiezr,kesehatan,pengeluaran
kasih insentif grab,tagihan,pengeluaran
cashback dr om,hadiah,pemasukan
kado uang dari teman,hadiah,pemasukan
dapet fee dr perusahaan,gaji,pemasukan
air mineral,minuman,pengeluaran
tip pelanggan dari kelluarga,hadiah,pemasukan
beli masker di kimia farma,kesehatan,pengeluaran
honorarium bulan ini,gaji,pemasukan
lion air ke bali,transport,pengeluaran
beli sabun di shopee,belanja,pengeluaran
periksa di ecg,kesehatan,pengeluaran
beli bensin motor,transport,pengeluaran
ancol ke bandunng,hiburan,pengeluaran
bayar cicilan mobil,tagihan,pengeluaran
tagihan internet bulan lalu,tagihan,pengeluaran
sewa rumaah,tagihan,pengeluaran
minum es cendol,minuman,pengeluaran
sarapan di kantor,makanan,pengeluaran
naik ojol ke rumah,transport,pengeluaran
naik taksi ke kantor,transport,pengeluaran
membayar gaji staaf,tagihan,pengeluaran
rgocery di pasar,belanja,pengeluaran
dikasih duit dari tante,hadiah,pemasukan
mrt ke rumah sakit,transport,pengeluaran
dapet bayaran dr tomoro,gaji,pemasukan
belanja sayyur di apsar,belanja,pengeluaran
pesan minuman kopi hitam,minuman,pengeluaran
pesan americano,minuman,pengeluaran
transfer bonus ke kantor,tagihan,pengeluaran
cold brew di kafe,minuman,pengeluaran
gopay billls,tagihan,pengeluaran
dapet honor dr tomoro,gaji,pemasukan
terima insentif agen,gaji,pemasukan
laangganan deezer bulanan,hiburan,pengeluaran
sesi fisioterapi,kesehatan,pengeluaran
poin reward darri ortu,hadiah,pemasukan
beli daging,belanja,pengeluaran
kasih komisi penjualan kantor,tagihan,pengeluaran
order soto betawi di rumah makan,makanan,pengeluaran
uang warisan ulang tauhn,hadiah,pemasukan
nasi caampur,makanan,pengeluaran
bayaran kerja dari proyek,gaji,pemasukan
yoga mingguan,hiburan,pengeluaran
terima honorarium,gaji,pemasukan
beli yaam bakar,makanan,pengeluaran
idriver barusan,transport,pengeluaran
uag tip lebaran,hadiah,pemasukan
roti bakar di mall,makanan,pengeluaran
jajan nasi bakar,makanan,pengeluaran
dapat komisi proyek dari bos,gaji,pemasukan
bayar wifi tiap bulan,tagihan,pengeluaran
biaya pcr,kesehatan,pengeluaran
ikan bakar malam ini,makanan,pengeluaran
ojol ke kantor,transport,pengeluaran
hbiah lebaaarn,hadiah,pemasukan
gaji via transfer bln lalu,gaji,pemasukan
biaya cuci motor,transport,pengeluaran
menang giveaway dari teman,hadiah,pemasukan
booking hotel ke bandung,hiburan,pengeluaran
bayar sewa rumah,tagihan,pengeluaran
naik grabcar ke bandara,transport,pengeluaran
makan di nasi padang,makanan,pengeluaran
ngopi cold brew,minuman,pengeluaran
airbnb ke bali,hiburan,pengeluaran
terima komisi proyek dari kantor,gaji,pemasukan
fish n chps di rumah makan,makanan,pengeluaran
beli hand sanitizer di apotek,kesehatan,pengeluaran
byr gaji pembantu bln ini,tagihan,pengeluaran
gaji bulanan dari proyek,gaji,pemasukan
bayar bpjs bulan ini,tagihan,pengeluaran
order es cmpur,minuman,pengeluaran
biaya servis moibl,transport,pengeluaran
makan pagi di food court,makanan,pengeluaran
bli bakso,makanan,pengeluaran
kopi susu,minuman,pengeluaran
bei buku baru,belanja,pengeluaran
sate kambing bareng teman,makanan,pengeluaran
bayr tagihan air,tagihan,pengeluaran
blue bird ke kampus,transport,pengeluaran
kasih bayaran kuli tiap bulan,tagihan,pengeluaran
beli mainan,belanja,pengeluaran
honor kerja dari klien,gaji,pemasukan
beli apotik online,kesehatan,pengeluaran
kopi kenangan,minuman,pengeluaran
transfer honor ke shopee,tagihan,pengeluaran
bayar biznet tiap bulan,tagihan,pengeluaran
bayar honor narasumber bulanan,tagihan,pengeluaran
terima honor bos,gaji,pemasukan
menerima gaji bulan ini,gaji,pemasukan
pesan kopi susu,minuman,pengeluaran
dapat komisi proyek gojek,gaji,pemasukan
thr dari ortu,hadiah,pemasukan
kirim ke bayaran tukang,tagihan,pengeluaran
dpat sumbangan tak terduga,hadiah,pemasukan
eblli sepatu di bukalapak,belanja,pengeluaran
taksi online ke bandara,transport,pengeluaran
lembur via transfer,gaji,pemasukan
bayar asuransi jiwa bulan lau,tagihan,pengeluaran
nonton karaoke,hiburan,pengeluaran
pesan cold brew,minuman,pengeluaran
bayar kontrakan bulan lalu,tagihan,pengeluaran
hadiah ulang taahun,hadiah,pemasukan
baju hsopee,belanja,pengeluaran
beli hp di blibli,belanja,pengeluaran
tiket pelita air,transport,pengeluaran
nasi campur siang tadi,makanan,pengeluaran
maan martabak manis,makanan,pengeluaran
beri gaji karyawan mingguan,tagihan,pengeluaran
byr bpjs kesehatan tiap bulan,tagihan,pengeluaran
angpau dari teman,hadiah,pemasukan
transfer ke mitra fee,tagihan,pengeluaran
bahan makanan di pasar,belanja,pengeluaran
transfer komisi proyek ke mitra,tagihan,pengeluaran
dapat warisan ulang tahun,hadiah,pemasukan
cumi greng,makanan,pengeluaran
hp blibli,belanja,pengeluaran
pesan makan geprek bensu,makanan,pengeluaran
bayar ke shopee bonus,tagihan,pengeluaran
kereta cepat ke gym,transport,pengeluaran
paket dtaa,tagihan,pengeluaran
bli perban,kesehatan,pengeluaran
bajaj malaam,transport,pengeluaran
hibah tak terduga,hadiah,pemasukan
bioskop bareng keluarga,hiburan,pengeluaran
angpao imlek,hadiah,pemasukan
topi lzada,belanja,pengeluaran
fee bulan ini,gaji,pemasukan
beli deterjen di indomaert,belanja,pengeluaran
bayr kredit bulanan,tagihan,pengeluaran
ngasih fee frreelancer,tagihan,pengeluaran
baju,belanja,pengeluaran
nonton akhiir pekan,hiburan,pengeluaran
ngopi oat milk latte,minuman,pengeluaran
bayar indihome bulaan ini,tagihan,pengeluaran
skincare bukalapak,belanja,pengeluaran
espresso sore tadi,minuman,pengeluaran
dapat hadiah tak terduga,hadiah,pemasukan
villa sama teman,hiburan,pengeluaran
belanja bulanan di pasar,belanja,pengeluaran
minuman energi di warkop,minuman,pengeluaran
dapat thr tadi,hadiah,pemasukan
dapat salary,gaji,pemasukan
sego di rumah makan,makanan,pengeluaran
beli teh tarik,minuman,pengeluaran
flight ke surabaya,transport,pengeluaran
komisi penjualan bulan lalu,gaji,pemasukan
hp tokopedia,belanja,pengeluaran
tamaan wisata,hiburan,pengeluaran
sampo lazada,belanja,pengeluaran
beli solaar,transport,pengeluaran
beli watson online,kesehatan,pengeluaran
beli elektronik di bukkalapak,belanja,pengeluaran
warteg,makanan,pengeluaran
honor kerja via transfer,gaji,pemasukan
tansfer komisi sales,tagihan,pengeluaran
ayam kermes,makanan,pengeluaran
biaya konsultasi dokter,kesehatan,pengeluaran
belannja sandal,belanja,pengeluaran
laptop,belanja,pengeluaran
dapet bayaran dari akntor,gaji,pemasukan
sabun lazadda,belanja,pengeluaran
bayar vaksinaasi,kesehatan,pengeluaran
nerima komisi gojek,gaji,pemasukan
liga indonesia,hiburan,pengeluaran
tagihaan internet,tagihan,pengeluaran
nerima komisi penjualan dari kantor,gaji,pemasukan
minum thai tea,minuman,pengeluaran
peralatan rumah bukalapak,belanja,pengeluaran
bensu,minuman,pengeluaran
naik maxim pp,transport,pengeluaran
bayr traveloka hotel,hiburan,pengeluaran
beli boba,minuman,pengeluaran
naik ojek online ke rumah,transport,pengeluaran
hadiah undian dari teman,hadiah,pemasukan
top up pubg mobile,hiburan,pengeluaran
dkiiri uang lebaran,hadiah,pemasukan
bayar cicilan mobil bulanan,tagihan,pengeluaran
beli laptop di lazada,belanja,pengeluaran
three,tagihan,pengeluaran
wahana sama keluarga,hiburan,pengeluaran
periksa tambal gigi,kesehatan,pengeluaran
reward dari keluarga,hadiah,pemasukan
mainan,belanja,pengeluaran
transfer fee ke tomoro,tagihan,pengeluaran
transfer bayaran kuli,tagihan,pengeluaran
pesan minuman teh manis,minuman,pengeluaran
ngojek,transport,pengeluaran
rezeki noplok,hadiah,pemasukan
lottemart,belanja,pengeluaran
beli makanan ansi uduk,makanan,pengeluaran
abyar bpjjs ketenagakerjaan,tagihan,pengeluaran
ojek online ke rumah,transport,pengeluaran
teh hijau less sugar,minuman,pengeluaran
bayaran kerja via transfer,gaji,pemasukan
makan di capcay,makanan,pengeluaran
nnton boiskop,hiburan,pengeluaran
obat batuk taip bulan,kesehatan,pengeluaran
tongseng,makanan,pengeluaran
belanja online,belanja,pengeluaran
parfum lazada,belanja,pengeluaran
hadiah dari kealurrrga,hadiah,pemasukan
bayar bpjs mandiri tiap bulan,tagihan,pengeluaran
asuransi keeshatan,tagihan,pengeluaran
masuk bonus atasan,gaji,pemasukan
dapet insentif,gaji,pemasukan
transfer komisi makelar,tagihan,pengeluaran
bayar upah buruh tunai,tagihan,pengeluaran
dapat uang sku,hadiah,pemasukan
tahu goreng siang tadi,makanan,pengeluaran
bayar insentif bos,tagihan,pengeluaran
gocar ke rumah sakit,transport,pengeluaran
naik maxim ke terminal,transport,pengeluaran
jadwal vaksinasi,kesehatan,pengeluaran
skincare tokopedia,belanja,pengeluaran
suu segar pagi,minuman,pengeluaran
bayar komisi penjualan ke vendor,tagihan,pengeluaran
beli kopi tubruk,minuman,pengeluaran
tas blibli,belanja,pengeluaran
bonus tahunan cair,gaji,pemasukan
angpao dari om,hadiah,pemasukan
naik angkot ke rumah,transport,pengeluaran
membayar bayaran tukang mingguan,tagihan,pengeluaran
martabak telur bareng keluarga,makanan,pengeluaran
tiket lrt,transport,pengeluaran
beli diamond,hiburan,pengeluaran
kasih bonus gojek,tagihan,pengeluaran
order udang,makanan,pengeluaran
fee freelance sudah car,gaji,pemasukan
beli earphone di indomaret,belanja,pengeluaran
beli minuman kopi dalgona,minuman,pengeluaran
beli bku di tokopedia,belanja,pengeluaran
pecel ayam di food court,makanan,pengeluaran
tahu,makanan,pengeluaran
beli makanan nasi bakar,makanan,pengeluaran
kopi tubruk di kantor,minuman,pengeluaran
transfer ke atasan komisi penjualan,tagihan,pengeluaran
villa sama temn,hiburan,pengeluaran
bayar wifi,tagihan,pengeluaran
beli clana di indoomaret,belanja,pengeluaran
gaji ke 13 dari perusahaan,gaji,pemasukan
dapat cashback kemarin,hadiah,pemasukan
bayar cicilan hp bulan ini,tagihan,pengeluaran
es campur,minuman,pengeluaran
soto betawi di kantin,makanan,pengeluaran
order kopi susu,minuman,pengeluaran
membayar gaji staff,tagihan,pengeluaran
terima gaji bulan ini,gaji,pemasukan
nerima fee dari klien,gaji,pemasukan
peralatan ruah,belanja,pengeluaran
gjai ke rekening,gaji,pemasukan
gorengan di restoran,makanan,pengeluaran
tiiet nonton film,hiburan,pengeluaran
masuk gaji bulan ini,gaji,pemasukan
cumi goreng,makanan,pengeluaran
flash sale,belanja,pengeluaran
ahnd sanitizer,kesehatan,pengeluaran
pesan wedang jahe,minuman,pengeluaran
masuk honor dari grab,gaji,pemasukan
bayar fisotearpi,kesehatan,pengeluaran
servis motor,transport,pengeluaran
sepatu,belanja,pengeluaran
gajian upah harian pekerja bulan ini,tagihan,pengeluaran
perpanjang langganan spotify,hiburan,pengeluaran
makan soto,makanan,pengeluaran
terima bonus dari tokopedia,gaji,pemasukan
bajigur chatime,minuman,pengeluaran
beli pulsa smmartfren,tagihan,pengeluaran
naik maxim car pulang,transport,pengeluaran
terima komisi dari grab,gaji,pemasukan
resep rutin,kesehatan,pengeluaran
cold berw di starbucks,minuman,pengeluaran
bayar assuransi bulan ini,tagihan,pengeluaran
kasih thr karyawan,tagihan,pengeluaran
espresso take away,minuman,pengeluaran
pesan makan tongseng di restoran,makanan,pengeluaran
byaar cicilan hp bulan ini,tagihan,pengeluaran
ngopi di menantea,minuman,pengeluaran
beli minuman brown suggar boba,minuman,pengeluaran
hadiah pin,hadiah,pemasukan
pakaian blibli,belanja,pengeluaran
batagor di rumah makan,makanan,pengeluaran
dapat thr dari tante,hadiah,pemasukan
soto ayam di restoran,makanan,pengeluaran
earphone blbli,belanja,pengeluaran
beli guardian di apotek,kesehatan,pengeluaran
transfer honor ke tomoro,tagihan,pengeluaran
teh kotak,minuman,pengeluaran
beli vitamin di apotik,kesehatan,pengeluaran
lin air pulang kampung,transport,pengeluaran
dikasih uang,hadiah,pemasukan
bayar scaling,kesehatan,pengeluaran
tiket pesawat ke bali,transport,pengeluaran
beli top up token,hiburan,pengeluaran
bayar kas rt bulan ini,tagihan,pengeluaran
hotel sama teman,hiburan,pengeluaran
beri komisi makelar bulan ini,tagihan,pengeluaran
byr asuransi bulan ini,tagihan,pengeluaran
bayar ausransi kesehatan,tagihan,pengeluaran
dapt doorprize tak trdga,hadiah,pemasukan
langganan fitness,hiburan,pengeluaran
tiket mrt tiap hari,transport,pengeluaran
prime viideo,hiburan,pengeluaran
traveling ke bandung,hiburan,pengeluaran
airbnb ke bai,hiburan,pengeluaran
gopay bills,tagihan,pengeluaran
naik krl ke rumah,transport,pengeluaran
byr ke agen komisi proyek,tagihan,pengeluaran
poin reward dari om,hadiah,pemasukan
cashback shopee kemarin,hadiah,pemasukan
americcano dingin,minuman,pengeluaran
jalan tol,transport,pengeluaran
bayar ke grab fee,tagihan,pengeluaran
dapet honor perusahaan,gaji,pemasukan
beli minuman air mineral,minuman,pengeluaran
es cendol,minuman,pengeluaran
beli taro milk tea,minuman,pengeluaran
indomaret,belanja,pengeluaran
beli kimia farma di apotek,kesehatan,pengeluaran
treima thr dari tante,hadiah,pemasukan
booknig penginapan,hiburan,pengeluaran
liubran ke jogja,hiburan,pengeluaran
lemon tea mixue,minuman,pengeluaran
mkn di gorengan,makanan,pengeluaran
pesan jus alpukat,minuman,pengeluaran
minum es kopi susu,minuman,pengeluaran
naik maxim car ke kampus,transport,pengeluaran
naik bus trans ke mall,transport,pengeluaran
gaji lembur,gaji,pemasukan
nopi kopi tubruk,minuman,pengeluaran
kasih fee ke tooro coffee,tagihan,pengeluaran
cinema xxi,hiburan,pengeluaran
token pln,tagihan,pengeluaran
gulai di rumah mkan,makanan,pengeluaran
beli paket internt,tagihan,pengeluaran
beli di mcdonalds,makanan,pengeluaran
anggpau dr keluarga,hadiah,pemasukan
tiket konser,hiburan,pengeluaran
belanja mingguan di pasar,belanja,pengeluaran
baar tv kabel bulan ini,tagihan,pengeluaran
bensin motor,transport,pengeluaran
naik commuter line,transport,pengeluaran
naik maxim,transport,pengeluaran
kepiting bareng teman,makanan,pengeluaran
belli sepatu di bukalapak,belanja,pengeluaran
byr ban mobil,transport,pengeluaran
daapt tip,hadiah,pemasukan
beli obat flu di kimia farma,kesehatan,pengeluaran
tiket kereta ke rumah,transport,pengeluaran
beli minyak ikan,kesehatan,pengeluaran
terima hadiah dari teman,hadiah,pemasukan
udang siang tadi,makanan,pengeluaran
taksi online ke kampus,transport,pengeluaran
kasih fee freelancer,tagihan,pengeluaran
bayar bonus agen,tagihan,pengeluaran
wifi bulan lalu,tagihan,pengeluaran
dapat gaji mingguan,gaji,pemasukan
terima tunjangan makan,gaji,pemasukan
ngopi kopi tubruk,minuman,pengeluaran
biaya cek lab,kesehatan,pengeluaran
jaadwal tes covid,kesehatan,pengeluaran
menang undian daari om,hadiah,pemasukan
dapat fee proyek,gaji,pemasukan
bayar ngojek,transport,pengeluaran
beli keyboard di mall,belanja,pengeluaran
iuran smpah tiap ublan,tagihan,pengeluaran
bayar honor ke starbucks,tagihan,pengeluaran
pesan bubur ayam di kantin,makanan,pengeluaran
baayr token pln tiap bulan,tagihan,pengeluaran
bayar ban mtor,transport,pengeluaran
cemilan,makanan,pengeluaran
fanta,minuman,pengeluaran
beli apotik di kimia farma,kesehatan,pengeluaran
dapat komisi dari tokopedia,gaji,pemasukan
masuk salary,gaji,pemasukan
makan di restoran,makanan,pengeluaran
martabak manis,makanan,pengeluaran
nerima komisi proyek dari tomoro,gaji,pemasukan
kpr bulan lalu,tagihan,pengeluaran
bajaj,transport,pengeluaran
naik grabcar ke kampus,transport,pengeluaran
bayar gaji pegawai mingguan,tagihan,pengeluaran
rezeki nomplok ulang tahun,hadiah,pemasukan
masuk tunjangan makan,gaji,pemasukan
rejeki darri ekluarga,hadiah,pemasukan
plita air ke bali,transport,pengeluaran
liburan bali ke jogja,hiburan,pengeluaran
beli topi di tokopedia,belanja,pengeluaran
top up valorant,hiburan,pengeluaran
dapat gaji pertama,gaji,pemasukan
kelapa muda di warkop,minuman,pengeluaran
nerima insentif dari mitra,gaji,pemasukan
milk tea dingin,minuman,pengeluaran
nerima upah,gaji,pemasukan
beli tiket citilink,transport,pengeluaran
traktiran balik dari ortu,hadiah,pemasukan
makan siiang di warteg,makanan,pengeluaran
beli minuman taro milk tea,minuman,pengeluaran
tiket bus barusan,transport,pengeluaran
beri upah harian pekerja via transfer,tagihan,pengeluaran
tagihan liistrik,tagihan,pengeluaran
masuk gaji harian,gaji,pemasukan
juara lmba dari keluarga,hadiah,pemasukan
usg,kesehatan,pengeluaran
aung tip dari tante,hadiah,pemasukan
pesan lemon tea,minuman,pengeluaran
nerima insentif penjualan,gaji,pemasukan
order steak,makanan,pengeluaran
langganan vidio bulanan,hiburan,pengeluaran
festival raame-rame,hiburan,pengeluaran
ikan bakar siang tadi,makanan,pengeluaran
beli parfum di blibli,belanja,pengeluaran
kirim ke upah pekerja bln ini,tagihan,pengeluaran
sarapan bareng teman,makanan,pengeluaran
sewa badmniton,hiburan,pengeluaran
biaya rontgen,kesehatan,pengeluaran
dikirimi uang dri tante,hadiah,pemasukan
beli tripod baaru,belanja,pengeluaran
air kelapa sambil nugas,minuman,pengeluaran
rawon bareng teeman,makanan,pengeluaran
burger siang tadi,makanan,pengeluaran
kado uang kemarin,hadiah,pemasukan
top up roblox,hiburan,pengeluaran
masuk honorarium,gaji,pemasukan
beli hadiah buat teman,belanja,pengeluaran
beli keyboard,belanja,pengeluaran
pesan minuman kopi susu,minuman,pengeluaran
cumi goreng di kantor,makanan,pengeluaran
bayar bpjs kesehatan,tagihan,pengeluaran
terima akdo adri keluarga,hadiah,pemasukan
bayar iuarn sampah tiap bulan,tagihan,pengeluaran
krim ke thr karyawan,tagihan,pengeluaran
bayar asuransi jiwa bulan lalu,tagihan,pengeluaran
elektronik,belanja,pengeluaran
periksa ke periksa dokter,kesehatan,pengeluaran
whoosh pp,transport,pengeluaran
kelapa muda,minuman,pengeluaran
byr bonus ke tomoro,tagihan,pengeluaran
kuuota indosat,tagihan,pengeluaran
ojek motor,transport,pengeluaran
mrt ke kantor,transport,pengeluaran
dapet bonus dari bos,gaji,pemasukan
bayar kos,tagihan,pengeluaran
kirim gaji freelancer bln ini,tagihan,pengeluaran
makan di ayam geprek,makanan,pengeluaran
beri upah harian pekerja,tagihan,pengeluaran
free fiire bulanan,hiburan,pengeluaran
burger di mall,makanan,pengeluaran
beli nasi campur di warteg,makanan,pengeluaran
gaji kontrak,gaji,pemasukan
tiket xxi,hiburan,pengeluaran
bayar token listrik bulanan,tagihan,pengeluaran
flight,transport,pengeluaran
uang saku kemarin,hadiah,pemasukan
paket telkomsel,tagihan,pengeluaran
mkn sate padang,makanan,pengeluaran
beli charger,belanja,pengeluaran
baayaran bulan lalu,gaji,pemasukan
bayaran freelance bulan lalu,gaji,pemasukan
nasi goreng amlam ini,makanan,pengeluaran
langganan ftusal,hiburan,pengeluaran
tseak pagi tadi,makanan,pengeluaran
nonton film sama teman,hiburan,pengeluaran
bayar konsul dokteer,kesehatan,pengeluaran
naik argo bromo ke kampus,transport,pengeluaran
es teh take away,minuman,pengeluaran
subscribe langganan neetflix,hiburan,pengeluaran
haus,minuman,pengeluaran
dikasih uang dari keularga,hadiah,pemasukan
beli bensn motor,transport,pengeluaran
cashback lbaran,hadiah,pemasukan
makan kentang goreng,makanan,pengeluaran
terima komisi proyek vendor,gaji,pemasukan
bayar kpr bulanan,tagihan,pengeluaran
bayar komisi proyek ke bos,tagihan,pengeluaran
dikasih duit dari keluarga,hadiah,pemasukan
neriima inesntif penjualan,gaji,pemasukan
hbah tak teerduga,hadiah,pemasukan
liburan bali,hiburan,pengeluaran
hadiah menang taddi,hadiah,pemasukan
daat sumbangan tak terduga,hadiah,pemasukan
tiket pesawat ke surabaya,transport,pengeluaran
busway,transport,pengeluaran
tunjangan transport ke rekening,gaji,pemasukan
order frappuccino,minuman,pengeluaran
kirim ke upah pekerja,tagihan,pengeluaran
rumah sakt,kesehatan,pengeluaran
kosmetik lazada,belanja,pengeluaran
belli di esteh indonesia,minuman,pengeluaran
gaji bulanan,gaji,pemasukan
rewad aplikasi dari teman,hadiah,pemasukan
langanan netflix bulanan,hiburan,pengeluaran
konsultasi konsul dokter,kesehatan,pengeluaran
sewa bwling,hiburan,pengeluaran
ke rawat inap,kesehatan,pengeluaran
langganan disney bulanan,hiburan,pengeluaran
bayar pijat terapi,kesehatan,pengeluaran
belanja buku,belanja,pengeluaran
nasi liwet di restoran,makanan,pengeluaran
makan siang bareng keluarga,makanan,pengeluaran
byr disney+,hiburan,pengeluaran
fitness mingguan,hiburan,pengeluaran
beli makanan geprek bensu,makanan,pengeluaran
beli guardian di apotik,kesehatan,pengeluaran
dapat bayaran atasan,gaji,pemasukan
bus trans pulang,transport,pengeluaran
terima kaado dari ortu,hadiah,pemasukan
teirma hadiah keamrin,hadiah,pemasukan
ngopi air mineral,minuman,pengeluaran
omega 3,kesehatan,pengeluaran
dapat kado kemarrin,hadiah,pemasukan
jaket buukalapak,belanja,pengeluaran
kirim komisi penjualan ke agen,tagihan,pengeluaran
langganan hbo go bulanan,hiburan,pengeluaran
tagihan listrik bulanan,tagihan,pengeluaran
bubble tea dingin,minuman,pengeluaran
ebli alat tulis di bukalapak,belanja,pengeluaran
teguk,minuman,pengeluaran
pesan makan gado-gado,makanan,pengeluaran
es teh di cafe,minuman,pengeluaran
dapet gaji ke rekening bank,gaji,pemasukan
pesan makanan,makanan,pengeluaran
konsul biaya dokter,kesehatan,pengeluaran
go ride,transport,pengeluaran
traveloka hoetl sama keluarga,hiburan,pengeluaran
ke lab,kesehatan,pengeluaran
subscribe apple music,hiburan,pengeluaran
sewwa futsal,hiburan,pengeluaran
minum kelapa muda,minuman,pengeluaran
opor ayam bareng keluarga,makanan,pengeluaran
neirima insentif penjualan,gaji,pemasukan
gaji bulanan dari perusahaan,gaji,pemasukan
isi pulsa telkkomsel,tagihan,pengeluaran
thr dari kliien,gaji,pemasukan
dikasih dit dari teman,hadiah,pemasukan
paket internet,tagihan,pengeluaran
beli makanan makan malam,makanan,pengeluaran
sewa renang,hiburan,pengeluaran
warisan dari ortu,hadiah,pemasukan
langganan disney plus bulanan,hiburan,pengeluaran
uang lebaran,hadiah,pemasukan
nasi campur pagi tadi,makanan,pengeluaran
cinma xxi,hiburan,pengeluaran
ayam penyet malam ini,makanan,pengeluaran
masker medis,kesehatan,pengeluaran
beli cincau,minuman,pengeluaran
beli minuman teh botol,minuman,pengeluaran
bayar fee shopee,tagihan,pengeluaran
cicilan hp bulan lalu,tagihan,pengeluaran
aksesoris hp blibli,belanja,pengeluaran
langganan prime vdieo bulanan,hiburan,pengeluaran
nonton bioskop rame-rame,hiburan,pengeluaran
kasih upah karawan,tagihan,pengeluaran
bayar vaksinasi,kesehatan,pengeluaran
rezeki nomplok dari tante,hadiah,pemasukan
naik goride,transport,pengeluaran
staycation sama keluarga,hiburan,pengeluaran
bayar pln bulanan,tagihan,pengeluaran
periksa di rotgen,kesehatan,pengeluaran
uanng warisan tak etrduga,hadiah,pemasukan
cicilan bulan ini,tagihan,pengeluaran
ibuprofen bulanan,kesehatan,pengeluaran
batik air,transport,pengeluaran
naik blue bird ke bandara,transport,pengeluaran
dapet fee dari tokoepdia,gaji,pemasukan
beli minuman susu segar,minuman,pengeluaran
paracetamol bulanan,kesehatan,pengeluaran
hadiah doorprize kemarin,hadiah,pemasukan
menerima bonus tahunan,gaji,pemasukan
obat resep tiap bulan,kesehatan,pengeluaran
kredit bulanan,tagihan,pengeluaran
insenttif penujalan,gaji,pemasukan
gajian bonus karyawan,tagihan,pengeluaran
cappuccino,minuman,pengeluaran
kebab bareng teman,makanan,pengeluaran
dapat wairsan ulang tahun,hadiah,pemasukan
tas bukalapak,belanja,pengeluaran
ayam penyet bareng keluarga,makanan,pengeluaran
transfer fee vendor,tagihan,pengeluaran
nerima tunjangan,gaji,pemasukan
nasi campur malam ini,makanan,pengeluaran
makan lontong sayur,makanan,pengeluaran
gofood,makanan,pengeluaran
ebli topi di lazada,belanja,pengeluaran
mennag giveaway tadi,hadiah,pemasukan
solaria,makanan,pengeluaran
lion air ke makassar,transport,pengeluaran
hadih doorprrize kemarin,hadiah,pemasukan
gulai pagi tadi,makanan,pengeluaran
brown sugar obba panas,minuman,pengeluaran
burger pagi tadi,makanan,pengeluaran
periksa di rumah sakit,kesehatan,pengeluaran
beli makanan rotti bakar,makanan,pengeluaran
iuan rt bulan ini,tagihan,pengeluaran
hadiah doorprize tak terduga,hadiah,pemasukan
dapat komisi proyek dr bos,gaji,pemasukan
cicilan hp bulan ini,tagihan,pengeluaran
dapat uang saku dari teman,hadiah,pemasukan
minum espresso,minuman,pengeluaran
tikket konser,hiburan,pengeluaran
viu,hiburan,pengeluaran
peranjang langganan netflix,hiburan,pengeluaran
bayar langganan spotify,hiburan,pengeluaran
dapet insentif dari agen,gaji,pemasukan
bayar fee ke vendor,tagihan,pengeluaran
kebun binatang ke bandung,hiburan,pengeluaran
beli mnman kopi dalgona,minuman,pengeluaran
bihun goreng di food court,makanan,pengeluaran
ngoi bajigur,minuman,pengeluaran
kado uang dari tante,hadiah,pemasukan
dapat rezeeki dari ortu,hadiah,pemasukan
belli elektronik di lazada,belanja,pengeluaran
cashabck gopay dari tante,hadiah,pemasukan
garuda pulang kampung,transport,pengeluaran
gaji magang bulan llau,gaji,pemasukan
order mie goreng,makanan,pengeluaran
festival raame-ame,hiburan,pengeluaran
airsaia ke bali,transport,pengeluaran
checkout shopee,belanja,pengeluaran
gaji freelance darri bos,gaji,pemasukan
tiket lrt ke mall,transport,pengeluaran
beli suplemen di century,kesehatan,pengeluaran
terima komisi penjualan dari grab,gaji,pemasukan
beli es campur,minuman,pengeluaran
rejeki darrri ekluarga,hadiah,pemasukan
order kopi hitam,minuman,pengeluaran
kirim komisi penjualan shopee,tagihan,pengeluaran
nonton film rame-rame,hiburan,pengeluaran
main gym,hiburan,pengeluaran
belanja perlatan daupr,belanja,pengeluaran
token listrik bulanan,tagihan,pengeluaran
fee dari kantor,gaji,pemasukan
beli minyak ikan onlline,kesehatan,pengeluaran
es jeruk paanas,minuman,pengeluaran
kopi dalgona point coffee,minuman,pengeluaran
jus alpukat take away,minuman,pengeluaran
honorarium via transfer,gaji,pemasukan
order es buah,minuman,pengeluaran
es doger buat kerja,minuman,pengeluaran
peralatan dapur bukalapak,belanja,pengeluaran
daapt ahdiah,hadiah,pemasukan
ngopi minuman boba,minuman,pengeluaran
bayar lrt,transport,pengeluaran
bayar cek lab,kesehatan,pengeluaran
order es kopi susu,minuman,pengeluaran
beli air kelappa,minuman,pengeluaran
pesan miinuman americano,minuman,pengeluaran
dikaish uang dari keularga,hadiah,pemasukan
beli steam,hiburan,pengeluaran
sumbangan dari rotu,hadiah,pemasukan
beli minuman es buah,minuman,pengeluaran
beli earphone di shopee,belanja,pengeluaran
bayar fee vendor,tagihan,pengeluaran
makan di cfc,makanan,pengeluaran
gaji diterima buln ini,gaji,pemasukan
lembur dari perusahaan,gaji,pemasukan
billiard mingguan,hiburan,pengeluaran
bayar go car,transport,pengeluaran
bayar komisi ke gojek,tagihan,pengeluaran
lrt pagi,transport,pengeluaran
bayar booking hotel,hiburan,pengeluaran
masuk gaji dari bos,gaji,pemasukan
beli pakaian di blibli,belanja,pengeluaran
