title,category,secondary_category,type
ambil check up jantung minggu ini,kesehatan,prosedur,pengeluaran
langganan sewwa lapangan,hiburan,streaming,pengeluaran
boat langganan,kesehatan,obat,pengeluaran
masuk agji kontrak,gaji,gaji,pemasukan
iuran keamanan bulan lalu,tagihan,iuran,pengeluaran
beli kopi tubruk,minuman,jajanan,pengeluaran
subscribe k24 langganan bareng keluarga,kesehatan,apotek,pengeluaran
bonus shopee bulan lalu,gaji,bonus,pemasukan
subscribe tiket konser dewa pagi tadi,hiburan,tontonan,pengeluaran
terima komisi dari agen properti,gaji,komisi,pemasukan
beli skincare wardah bareng teman,belanja,kecantikan,pengeluaran
whoosh ke mall,transport,umum,pengeluaran
periksa ke konsul dokter,kesehatan,konsul,pengeluaran
pesa ban motor baru rutin,transport,pribadi,pengeluaran
top up mobie legends,hiburan,game,pengeluaran
transfer honor gojek,tagihan,tagihan,pengeluaran
subscribe main main bula lalu,hiburan,hiburan,pengeluaran
belannja sandal,belanja,fashion,pengeluaran
langganan belanja umum minggu ini,belanja,belanja,pengeluaran
transferan dari rekan lama,hadiah,hadiah,pemasukan
isi mobile legends diamond bareng teman,hiburan,game,pengeluaran
terima thr dari tante,hadiah,hadiah,pemasukan
top up mobbie legends,hiburan,game,pengeluaran
bayar angsuran motor tiap bulan,tagihan,kredit,pengeluaran
komisi masuk dari tokopedia,gaji,komisi,pemasukan
gaaji part time ke rekening,gaji,gaji,pemasukan
sandal shopee,belanja,fashion,pengeluaran
membayar gaji art,tagihan,tagihan,pengeluaran
langganan three data bluan ini,tagihan,internet_pulsa,pengeluaran
poin reward dari ortu,hadiah,reward,pemasukan
biaya berobat rutin,kesehatan,kesehatan,pengeluaran
gaji prt time,gaji,gaji,pemasukan
airbnb ke bali,hiburan,liburan,pengeluaran
taman wisata ke bali,hiburan,liburan,pengeluaran
indriver ke gym,transport,online,pengeluaran
isi call of duty mobile cash,hiburan,game,pengeluaran
subscribe spotify,hiburan,streaming,pengeluaran
komisi diterima dari sales,gaji,komisi,pemasukan
kirim ke upah pekerja,tagihan,tagihan,pengeluaran
makan sarapan,makanan,makanan,pengeluaran
gajin dari proyek,gaji,gaji,pemasukan
perpanjang puskesms terdekat tadi,kesehatan,konsul,pengeluaran
iuran rw bulanan malam ini,tagihan,iuran,pengeluaran
beli iuran kebersihan kemarin,tagihan,iuran,pengeluaran
kebab di kantin,makanan,makanan,pengeluaran
meenrima reward kartu kredit kemarin,hadiah,reward,pemasukan
uang tip,hadiah,reward,pemasukan
tunjangan jabatan dari proyek,gaji,bonus,pemasukan
ambil biaya berobat sama temen,kesehatan,kesehatan,pengeluaran
masuk komisi penjualan shopee,gaji,komisi,pemasukan
subscribe parfum axe di rumah,belanja,fashion,pengeluaran
beli marugame,makanan,makanan,pengeluaran
minuman energi sorre tadi,minuman,jajanan,pengeluaran
gajiaan dari bos,gaji,gaji,pemasukan
isi kaos band minggu ini,belanja,fashion,pengeluaran
ngasih uang ke om,tagihan,sumbangan,pengeluaran
teh hijau,minuman,jajanan,pengeluaran
langganan grab ke mall bareng teman,transport,online,pengeluaran
pesan makeup wardah bulan ini,belanja,kecantikan,pengeluaran
bayar iuran masjid bulan lalu,tagihan,iuran,pengeluaran
subscribe beli barang minggu ini,belanja,belanja,pengeluaran
masuk hadiah lebaran ortu baru,hadiah,kado,pemasukan
kentang goreng di mall,makanan,makanan,pengeluaran
bonus tahunan dari klien,gaji,bonus,pemasukan
beli pocari swet,minuman,minuman,pengeluaran
order konsultasi spesialis sama temen,kesehatan,konsul,pengeluaran
bihun goreng di restoran,makanan,makanan,pengeluaran
langganan perban luka kemarin,kesehatan,obat,pengeluaran
warteg bahari,makanan,makanan,pengeluaran
sgo di food court,makanan,makanan,pengeluaran
pesan hibuarn promo,hiburan,hiburan,pengeluaran
beli di century,belanja,harian,pengeluaran
perpanjang ultra milk coklat cash,minuman,minuman,pengeluaran
subscribe festival musik bulan lalu,hiburan,liburan,pengeluaran
hp tokopedia,belanja,elektronik,pengeluaran
order tket com bulan lalu,belanja,online_shop,pengeluaran
rejeki darri ekluarga,hadiah,hadiah,pemasukan
perpanjang apple music,hiburan,streaming,pengeluaran
tagihan macam-macam via transfer,tagihan,tagihan,pengeluaran
ngasih honor narasumber bulan ini,tagihan,gaji_pihak3,pengeluaran
ambil boba kotak baru,minuman,jajanan,pengeluaran
ngambil hnor of kings di kantor,hiburan,game,pengeluaran
ordeer goride,transport,online,pengeluaran
peranjang weekend fun malam ini,hiburan,hiburan,pengeluaran
masuk cashback shopee bulan lalu,hadiah,reward,pemasukan
langganan service mtoor cash,transport,pribadi,pengeluaran
upah lembur ke rekening,gaji,komisi,pemasukan
bli peralatan rumah di indomaret,belanja,harian,pengeluaran
bayar laptop asus minggu ini,belanja,elektronik,pengeluaran
dapet kado lahiran pagi tadi,hadiah,kado,pemasukan
order gocar baru,transport,online,pengeluaran
dapat transferan tadi,hadiah,hadiah,pemasukan
makan siang di food court,makanan,makanan,pengeluaran
kopi gula aren cash,minuman,jajanan,pengeluaran
dapat cashback dari kelaurga,hadiah,reward,pemasukan
beli bayar bpjs kesehatan baru,tagihan,asuransi,pengeluaran
beli barang di century,belanja,harian,pengeluaran
ke tes darah,kesehatan,prosedur,pengeluaran
nerima insentif dari gojek,gaji,bonus,pemasukan
kirimkan ke rekening mama,tagihan,tagihan,pengeluaran
perpanjang karaoke nav bulan ini,hiburan,aktivitas,pengeluaran
fried chicken di kantor,makanan,makanan,pengeluaran
bayyar headset gaming baru,belanja,elektronik,pengeluaran
tiiket cinema,hiburan,tontonan,pengeluaran
dikirim dari paman,hadiah,hadiah,pemasukan
daapat warisan,hadiah,pemberian_masuk,pemasukan
beli di decathlon,belanja,harian,pengeluaran
pakaian lazada,belanja,fashion,pengeluaran
order biaya kesehatan bareng teman,kesehatan,kesehatan,pengeluaran
pesan jus mangga,minuman,jajanan,pengeluaran
ngopi susu,minuman,jajanan,pengeluaran
ngambil ongkos pulang cash,transport,transport,pengeluaran
sembako di paasr,belanja,belanja,pengeluaran
ngambil belanja toko bulan ini,belanja,belanja,pengeluaran
bayar belanja online mum promo,belanja,belanja,pengeluaran
isi viu premium promo,hiburan,streaming,pengeluaran
order kwetiaau,makanan,makanan,pengeluaran
order viva apotek pagi tadi,kesehatan,apotek,pengeluaran
perpanjang sabun cuci piring bareng keluarga,belanja,harian,pengeluaran
laboratorium,kesehatan,prosedur,pengeluaran
ambil biaya berobat bareng teman,kesehatan,kesehatan,pengeluaran
langganan jalan jalan iseng kemarin,hiburan,hiburan,pengeluaran
langganan iuran keamanan promo,tagihan,iuran,pengeluaran
pesan tiket xxi malam ini,hiburan,tontonan,pengeluaran
komisi penjualan dari kantor,gaji,komisi,pemasukan
sudah terima pendapatan,gaji,gaji,pemasukan
martaabk manis di rumah makan,makanan,makanan,pengeluaran
bpjs,tagihan,asuransi,pengeluaran
uang dari ipar,hadiah,hadiah,pemasukan
omega 3 langganan,kesehatan,kesehatan,pengeluaran
beli tambal ban tadi,transport,pribadi,pengeluaran
kemeja kerja bareng teman,belanja,fashion,pengeluaran
langgana bayar sewa kost cash,tagihan,sewa,pengeluaran
dapt doorprize tak trdga,hadiah,undian,pemasukan
cgv blitz di rumah,hiburan,tontonan,pengeluaran
baayr uang kos,tagihan,sewa,pengeluaran
gaji freelance via transfer,gaji,gaji,pemasukan
indihome bulanan,tagihan,internet_pulsa,pengeluaran
pln pasca bayar bareng keluarga,tagihan,utilitas,pengeluaran
isi kemeja kerja,belanja,fashion,pengeluaran
bayar lazada prmoo cash,belanja,online_shop,pengeluaran
transfer ke tomoro coffee insentif,tagihan,gaji_pihak3,pengeluaran
beli naik angkot cash,transport,transport,pengeluaran
beli pulsa indosat bareng keluarga,tagihan,internet_pulsa,pengeluaran
beli kelapa muda,minuman,minuman,pengeluaran
ngambil iqiyi vip cash,hiburan,streaming,pengeluaran
dapet honor proyek bulann ini,gaji,komisi,pemasukan
kirim ke rekening papa,tagihan,tagihan,pengeluaran
masuk insentif dr kantor,gaji,bonus,pemasukan
rejeki dari keluarga,hadiah,hadiah,pemasukan
mampir genki sushi,makanan,makanan,pengeluaran
charger bukalapak,belanja,elektronik,pengeluaran
kredit hp bulan llu,tagihan,kredit,pengeluaran
isi lawson minggu ini,belanja,harian,pengeluaran
beli alkohol,kesehatan,obat,pengeluaran
langganan aqua botol tadi,minuman,minuman,pengeluaran
dapat bayaan atasan,gaji,gaji,pemasukan
menang unidan lebaran promo,hadiah,undian,pemasukan
langganan tripod kamer diskon,belanja,elektronik,pengeluaran
bayar asuransi jiwa bulan lalu,tagihan,asuransi,pengeluaran
bayar belanja online umum pagi tadi,belanja,belanja,pengeluaran
brunch,makanan,makanan,pengeluaran
dpat salary,gaji,gaji,pemasukan
isi iuran rt diskon,tagihan,iuran,pengeluaran
bayar tol,transport,transport,pengeluaran
naik pesan gojek ke sekolah,transport,online,pengeluaran
bayar hbo go,hiburan,streaming,pengeluaran
wiffi bluanan,tagihan,tagihan,pengeluaran
isi uang kos tadi,tagihan,sewa,pengeluaran
uang skau,hadiah,hadiah,pemasukan
uang saku dari teman,hadiah,pemberian_masuk,pemasukan
dapet honor,gaji,komisi,pemasukan
bayar wifi bluanan,tagihan,internet_pulsa,pengeluaran
pesan bugrer,makanan,makanan,pengeluaran
minimarket,belanja,harian,pengeluaran
pesan free fire diamond,hiburan,game,pengeluaran
pesan biaya kesehatan minggu ini,kesehatan,kesehatan,pengeluaran
subscribe uang kos bareng teman,tagihan,sewa,pengeluaran
beli perlaatan dapur di alfamart,belanja,harian,pengeluaran
subscribe kredit elektronik akulaku,tagihan,kredit,pengeluaran
serum vitamin c kemarin,belanja,kecantikan,pengeluaran
order bioskop xxi via transfer,hiburan,tontonan,pengeluaran
beli teh tarik,minuman,jajanan,pengeluaran
ditransfer dari paman,hadiah,hadiah,pemasukan
isi puskesmas terdekat cash,kesehatan,konsul,pengeluaran
diterima gaji lembur,gaji,komisi,pemasukan
bayar pemi asuransi bulanan,tagihan,asuransi,pengeluaran
jajan di gildak,makanan,makanan,pengeluaran
dikasih uang ulang tahun,hadiah,pemberian_masuk,pemasukan
minum kopi tubruk,minuman,jajanan,pengeluaran
mouse,belanja,elektronik,pengeluaran
langganan top up ml pagi tadi,hiburan,game,pengeluaran
komisi dari penjualan,gaji,komisi,pemasukan
kopi tubruk di warkop,minuman,jajanan,pengeluaran
sewa secape room,hiburan,aktivitas,pengeluaran
lion air,transport,pesawat,pengeluaran
minum brown sugar boba,minuman,jajanan,pengeluaran
ambil shopee live baru,belanja,online_shop,pengeluaran
jalan-jalan,hiburan,hiburan,pengeluaran
langganan bayar kos bulanan di kantor,tagihan,sewa,pengeluaran
transferkan ke rekening papa,tagihan,tagihan,pengeluaran
belanja pasar tiap bulan,belanja,harian,pengeluaran
menerima menang giveaway tokopedia bulan laalu,hadiah,undian,pemasukan
hadiah dari kealurrrga,hadiah,hadiah,pemasukan
beli obat flu di kimia farma,kesehatan,apotek,pengeluaran
komisi diterima dari agen properti,gaji,komisi,pemasukan
iuran rt tiap bulan,tagihan,iuran,pengeluaran
pesan air minneral,minuman,minuman,pengeluaran
masuk doorprize acara kantor blan lalu,hadiah,undian,pemasukan
bayar komisi kepada vendor,tagihan,gaji_pihak3,pengeluaran
beli makanan mie goreng,makanan,makanan,pengeluaran
ngasih gaji asisten,tagihan,gaji_pihak3,pengeluaran
biaya ganti oli,transport,pribadi,pengeluaran
sewa bwling,hiburan,aktivitas,pengeluaran
takeaway aw,makanan,makanan,pengeluaran
isi cinepolis di rumah,hiburan,tontonan,pengeluaran
isi bayar iuran rt sama temen,tagihan,iuran,pengeluaran
perpanjang guardian beli vitamin tiap bulan,kesehatan,apotek,pengeluaran
checkout alfamidi,belanja,harian,pengeluaran
sumbangan dari teman,hadiah,pemberian_masuk,pemasukan
biaya vaksin,kesehatan,prosedur,pengeluaran
bli perban,kesehatan,obat,pengeluaran
ngambil service motor tiap bulan,transport,pribadi,pengeluaran
ikan bakar di rumah makan,makanan,makanan,pengeluaran
ngambbil biaya berobat bulan ini,kesehatan,kesehatan,pengeluaran
subscribe steam wallet bulan lalu,hiburan,game,pengeluaran
ambil bayar tukkang angkot,transport,transport,pengeluaran
bayar citilink ke surabaya minggu ini,transport,pesawat,pengeluaran
makan mie gacoan di warteg,makanan,makanan,pengeluaran
bayar uang okst bulan lalu,tagihan,tagihan,pengeluaran
obat flu sama temen,kesehatan,obat,pengeluaran
langganan biaya berobat di kantor,kesehatan,kesehatan,pengeluaran
ambil bayar oks bulanan di kantor,tagihan,sewa,pengeluaran
subscribe belanja online umum pagi tadi,belanja,belanja,pengeluaran
ngambil kereta api sama temen,transport,umum,pengeluaran
menerima gaji magang rutin,gaji,gaji,pemasukan
mampir ke uiqlo,belanja,harian,pengeluaran
masuk cashback ovo bareng teman,hadiah,reward,pemasukan
pkaet data indosat,tagihan,internet_pulsa,pengeluaran
charger,belanja,elektronik,pengeluaran
membayar gaji karyawan via transfer,tagihan,gaji_pihak3,pengeluaran
odrer service motor tadi,transport,pribadi,pengeluaran
perpanjang prime video,hiburan,streaming,pengeluaran
minuman boba di starbucks,minuman,jajanan,pengeluaran
subscribe hangout teman bulan lalu,hiburan,hiburan,pengeluaran
langgnan deezer premium tadi,hiburan,streaming,pengeluaran
langganan shampoo pantene bareng keluarga,belanja,kecantikan,pengeluaran
dapet hibah lebaran cash,hadiah,pemberian_masuk,pemasukan
transfer bnus karyawan,tagihan,tagihan,pengeluaran
subscribe milo kotak tiap bulan,minuman,minuman,pengeluaran
pepanjang hiburan di kantor,hiburan,hiburan,pengeluaran
restoran,makanan,makanan,pengeluaran
beli steam,hiburan,game,pengeluaran
membayar honor pembicara,tagihan,tagihan,pengeluaran
dapat tip dari teman bareng keeluarga,hadiah,reward,pemasukan
order biaya kesehatan bulan lalu,kesehatan,kesehatan,pengeluaran
komisi dari shopee affiliate,gaji,komisi,pemasukan
transfer gaji pembantu,tagihan,tagihan,pengeluaran
beli premi asuransi jiwa di rumah,tagihan,asuransi,pengeluaran
pesan iuran kompleks perumahan rutin,tagihan,iuran,pengeluaran
beli vitamin c di apotik,kesehatan,apotek,pengeluaran
mouse blibli,belanja,elektronik,pengeluaran
ngambil iuran rw bulanan bareng teman,tagihan,iuran,pengeluaran
subscribe k24 langganan barenng keluarga,kesehatan,apotek,pengeluaran
pesan belanja umum,belanja,belanja,pengeluaran
makan malam di fish streat,makanan,makanan,pengeluaran
daept reward gopay pagi tadi,hadiah,reward,pemasukan
order uang kost sama temen,tagihan,sewa,pengeluaran
pepranjang check up tahunan tiap bulan,kesehatan,prosedur,pengeluaran
subscribe villa puncak tiap bulan,hiburan,liburan,pengeluaran
beli makeup di supermarket,belanja,kecantikan,pengeluaran
gocar ke rumah sakit,transport,online,pengeluaran
subscribe cicilan home credit bulan lalu,tagihan,kredit,pengeluaran
perpanjang premi asuransi jiwa bareng teman,tagihan,asuransi,pengeluaran
order skin valorant malam ini,hiburan,game,pengeluaran
tunjagnan makan bulan ini,gaji,gaji,pemasukan
mampir genki sshi,makanan,makanan,pengeluaran
beli main main pagi tadi,hiburan,hiburan,pengeluaran
diterima giveaway shopee tadi,hadiah,undian,pemasukan
paket datta by.u,tagihan,internet_pulsa,pengeluaran
tiket krl ke mall,transport,umum,pengeluaran
buah jeruk minggu ini,belanja,harian,pengeluaran
ambil ongkos pulang baeng keluarga,transport,transport,pengeluaran
bayyar kos bulan lalu,tagihan,sewa,pengeluaran
komisi penjualan diterima,gaji,komisi,pemasukan
anik commuter line ke mall,transport,umum,pengeluaran
apple muisc,hiburan,streaming,pengeluaran
ngambil oximeter di rumah,kesehatan,obat,pengeluaran
bihun goreng,makanan,makanan,pengeluaran
order biaya kesehatan di kantor,kesehatan,kesehatan,pengeluaran
tiket noton,hiburan,tontonan,pengeluaran
tas tokopeia,belanja,fashion,pengeluaran
makan di gado-gado di restoran,makanan,makanan,pengeluaran
subscribe bayar tukang ojek bareng teman,transport,transport,pengeluaran
dimsum di restoran,makanan,makanan,pengeluaran
ngambil iuran kompleks perumahan di kantor,tagihan,iuran,pengeluaran
peralatan dpaur bukalapak,belanja,online_shop,pengeluaran
bayar guardian beli vitamin bareng teman,kesehatan,apotek,pengeluaran
perpanjang aksesoris hp malam ini,belanja,elektronik,pengeluaran
air mineral di rumah,minuman,minuman,pengeluaran
bayar bpjs bulan lalu,tagihan,asuransi,pengeluaran
order fried chicken,makanan,makanan,pengeluaran
byr iurn rt tiap bulan,tagihan,tagihan,pengeluaran
minum teh hijau,minuman,jajanan,pengeluaran
villa sama teman,hiburan,liburan,pengeluaran
naik angkot ke rumah,transport,umum,pengeluaran
beli minuman mlk tea,minuman,jajanan,pengeluaran
pesan susu segar,minuman,minuman,pengeluaran
gaaji bulan ini cair,gaji,gaji,pemasukan
masuk rezeki nomplok baareng teman,hadiah,pemberian_masuk,pemasukan
kasih ke rek teman,tagihan,tagihan,pengeluaran
kepiting di kantor,makanan,makanan,pengeluaran
jajan mie gacoan,makanan,makanan,pengeluaran
naik goride ke pasar,transport,online,pengeluaran
gulai di kantor,makanan,makanan,pengeluaran
beli konsultasi dokter umum pagi tadi,kesehatan,konsul,pengeluaran
langganan beli game steam pagi tadi,hiburan,game,pengeluaran
snack,makanan,jajanan,pengeluaran
ngambil pertamax turbo bulan ini,transport,pribadi,pengeluaran
upah bullanan via transfer,gaji,gaji,pemasukan
baayr grab car,transport,online,pengeluaran
dapat menang lomba menulis tiap bulan,hadiah,undian,pemasukan
iuran sampah bulan lalu,tagihan,iuran,pengeluaran
dapat doorprze dari saudara,hadiah,hadiah,pemasukan
menerima gaji lembur,gaji,komisi,pemasukan
pesan token listik di kantor,tagihan,utilitas,pengeluaran
perpanjang monitor gaming di rumah,belanja,elektronik,pengeluaran
kiriman dari kakak cash,hadiah,pemberian_masuk,pemasukan
es tler 77,makanan,makanan,pengeluaran
nerima komisi tomoro coffee,gaji,komisi,pemasukan
bayar thr karyawan,tagihan,tagihan,pengeluaran
terima angpau pernikahan di kantor,hadiah,kado,pemasukan
subscribe asuransi mobil rutin,tagihan,asuransi,pengeluaran
vitamin d,kesehatan,obat,pengeluaran
makan malam di texas chicken,makanan,makanan,pengeluaran
terima hadiah pernikahan saudara di kantor,hadiah,kado,pemasukan
yakult dingin,minuman,minuman,pengeluaran
kopi hitam bulan ini,minuman,jajanan,pengeluaran
pesan sandal jepit malam ini,belanja,fashion,pengeluaran
ambil call of duty mobile pagi tadi,hiburan,game,pengeluaran
beli air minerall bulan ini,minuman,minuman,pengeluaran
bayar tiket pesawat lion di rumah,transport,pesawat,pengeluaran
mkn pagi di food court,makanan,makanan,pengeluaran
belanja di family amrt,belanja,belanja,pengeluaran
ojek online pagi,transport,online,pengeluaran
airasia ke jakarta,transport,pesawat,pengeluaran
dapet bonus agen,gaji,bonus,pemasukan
bayar ojek panngkalan bareng teman,transport,transport,pengeluaran
bayr kesehatan umum promo,kesehatan,kesehatan,pengeluaran
taman wiisata ke jogja,hiburan,hiburan,pengeluaran
dapet hadiah ulang tahun ayah tadi,hadiah,kado,pemasukan
pesan psikiater bulanan bareng teman,kesehatan,konsul,pengeluaran
perpanjang stroom 50rb bareng keluarga,tagihan,utilitas,pengeluaran
uang magang bulan lalu,gaji,gaji,pemasukan
warisan dari toru,hadiah,pemberian_masuk,pemasukan
hadiah uang drai tante,hadiah,hadiah,pemasukan
beli kwetiau,makanan,makanan,pengeluaran
maxim ke terminal,transport,online,pengeluaran
ambil kontrakan tahunan bulan iin,tagihan,sewa,pengeluaran
langganan skincare somethinc bareng keluarga,belanja,kecantikan,pengeluaran
isi chitato rutin,makanan,jajanan,pengeluaran
bayar anguran bulanan,tagihan,tagihan,pengeluaran
uang magang dari bos,gaji,gaji,pemasukan
kirim fee klien,tagihan,tagihan,pengeluaran
isi kredit kpr minggu ini,tagihan,kredit,pengeluaran
bei buku baru,belanja,harian,pengeluaran
lembur dari kantor,gaji,komisi,pemasukan
ikan bakar bareng keluarga,makanan,makanan,pengeluaran
pesan paket data telkomsel minggu ini,tagihan,internet_pulsa,pengeluaran
parfum,belanja,fashion,pengeluaran
langganan mouse wireless tiap bulan,belanja,elektronik,pengeluaran
bayar first media tiap bulan,tagihan,internet_pulsa,pengeluaran
pesan makkeup wardah via transfer,belanja,kecantikan,pengeluaran
diterrima hadiah tak terduga tadi,hadiah,hadiah,pemasukan
cinemaxx bareng keluarga,hiburan,tontonan,pengeluaran
beli alat tullis,belanja,belanja,pengeluaran
dapat komisi dari mitra bisnis,gaji,komisi,pemasukan
nasi padang di kantor,makanan,makanan,pengeluaran
komisi penjualan cair,gaji,komisi,pemasukan
oorder parfum bath body works rutin,belanja,kecantikan,pengeluaran
beli sampo head shouledrs malam ini,belanja,kecantikan,pengeluaran
bakso di rumah makan,makanan,makanan,pengeluaran
perpanjang belanja toko di kantor,belanja,belanja,pengeluaran
sate padang di warteg,makanan,makanan,pengeluaran
roti bakar bareng teman,makanan,jajanan,pengeluaran
sumbangan tadi,hadiah,pemberian_masuk,pemasukan
tunjangan transport kemarin,gaji,bonus,pemasukan
masuk komisi dari tomoro,gaji,komisi,pemasukan
beri gaji karyawan,tagihan,gaji_pihak3,pengeluaran
beiin jajan sepupu,makanan,jajanan,pengeluaran
angkot tiap hari,transport,umum,pengeluaran
komisi agen masuk,gaji,komisi,pemasukan
perpanjang wisata jogja pagi tadi,hiburan,liburan,pengeluaran
sewa futsal,hiburan,aktivitas,pengeluaran
naik go ride ke sekolah,transport,online,pengeluaran
kmoisi sales baru,tagihan,gaji_pihak3,pengeluaran
langanan lion air ke jakarta promo,transport,pesawat,pengeluaran
imperial kitchen,makanan,makanan,pengeluaran
susu di cafe,minuman,jajanan,pengeluaran
langagnan bowling,hiburan,aktivitas,pengeluaran
bayar susu kotak bareng teman,minuman,minuman,pengeluaran
sumbang ke saudara,tagihan,sumbangan,pengeluaran
dominos pizza sama temen,makanan,makanan,pengeluaran
upah lembur,gaji,komisi,pemasukan
dapat doorprize,hadiah,undian,pemasukan
naik grab car ke bandara,transport,online,pengeluaran
dapat kado pernikahan teman promo,hadiah,kado,pemasukan
transfer honor ke tomoro,tagihan,tagihan,pengeluaran
beli minuman yakult,minuman,minuman,pengeluaran
ebli konsultasi spesialis bulan lalu,kesehatan,konsul,pengeluaran
beli beengkel motor kemarin,transport,pribadi,pengeluaran
es campur,minuman,jajanan,pengeluaran
byr traveloka hotel,hiburan,liburan,pengeluaran
ambil iuran rt tadi,tagihan,iuran,pengeluaran
wendys,makanan,makanan,pengeluaran
karaoke smaa pacar,hiburan,aktivitas,pengeluaran
hadiaah lomba dari ortu,hadiah,undian,pemasukan
dikash uang tak terduga,hadiah,pemberian_masuk,pemasukan
kasih ke penjual,tagihan,tagihan,pengeluaran
bayar kuota indosat diskno,tagihan,internet_pulsa,pengeluaran
uang saku dari nenek via transfer,hadiah,pemberian_masuk,pemasukan
pesan bayar air bulan iin,tagihan,utilitas,pengeluaran
sewa kos depok cash,tagihan,sewa,pengeluaran
order bukalapak sama temen,belanja,online_shop,pengeluaran
langganan premi prudential di kantor,tagihan,asuransi,pengeluaran
bayar disney plus,hiburan,streaming,pengeluaran
bayar ke papa,tagihan,tagihan,pengeluaran
dapat thr lebaran sama temen,gaji,bonus,pemasukan
isi cireng isi di rumah,makanan,jajanan,pengeluaran
beli makanan rendang,makanan,makanan,pengeluaran
order mie gacoan,makanan,makanan,pengeluaran
kopi hitam,minuman,jajanan,pengeluaran
pesan minuman air putih,minuman,jajanan,pengeluaran
uang saku dari saudra,hadiah,pemberian_masuk,pemasukan
bayar listrik pln sama temen,tagihan,utilitas,pengeluaran
indomie di kantor,makanan,makanan,pengeluaran
traveling,hiburan,liburan,pengeluaran
komisi ke rekanan,tagihan,gaji_pihak3,pengeluaran
transferan dari paman,hadiah,hadiah,pemasukan
order es teh manis,minuman,jajanan,pengeluaran
bayar asuransi motor pagi tadi,tagihan,asuransi,pengeluaran
bei paracetamol online,kesehatan,obat,pengeluaran
pesan gaji buruh harian tadi,tagihan,gaji_pihak3,pengeluaran
bayar naik kuda via transfer,transport,transport,pengeluaran
perpanjang stroom 50rb d rumah,tagihan,utilitas,pengeluaran
tip pelanggan minggu ini,hadiah,reward,pemasukan
biaya badminton,hiburan,hiburan,pengeluaran
tunjangan transport dari bos,gaji,bonus,pemasukan
ngopi di kopi soe,minuman,jajanan,pengeluaran
thai milk tea,minuman,jajanan,pengeluaran
masuk giveaway instagram bulan ini,hadiah,undian,pemasukan
diterima angpau pernikahan diskon,hadiah,kado,pemasukan
dapet bayaran dari kantor,gaji,gaji,pemasukan
ngambil oek pangkalan bareng keluarga,transport,transport,pengeluaran
kado lahiran diskon,hadiah,kado,pemasukan
beli suplemen di apotek,kesehatan,apotek,pengeluaran
beri bayaran tukang mingguan,tagihan,tagihan,pengeluaran
terima komisi dari platform,gaji,komisi,pemasukan
listrik bulanan,tagihan,utilitas,pengeluaran
delivery makanan,makanan,makanan,pengeluaran
ngambil iuran lingkungan sama temen,tagihan,iuran,pengeluaran
ambil lipstik mac sama temen,belanja,kecantikan,pengeluaran
dapet tip pelanggaan minggu ini,hadiah,reward,pemasukan
menerima hadiahh undian bank via transfer,hadiah,undian,pemasukan
kopi dalgona di starbucks,minuman,jajanan,pengeluaran
perpanjang netflix,hiburan,streaming,pengeluaran
beli klo,minuman,minuman,pengeluaran
subscribe asuransi pendidikan cash,tagihan,asuransi,pengeluaran
terima pendapatan,gaji,gaji,pemasukan
perpanjang bealnja umum tadi,belanja,belanja,pengeluaran
order bayar wifi baru,tagihan,internet_pulsa,pengeluaran
martabak telur malam ini,makanan,jajanan,pengeluaran
kirim komisi kepada freelancer,tagihan,gaji_pihak3,pengeluaran
ngasih komisi reseller mingguan,tagihan,gaji_pihak3,pengeluaran
cashbback shopee daaari sauddara,hadiah,reward,pemasukan
ambil detergen rinso pagi tadi,belanja,harian,pengeluaran
hero supermarket promo,belanja,harian,pengeluaran
langganan disney hotstar bulan lalu,hiburan,streaming,pengeluaran
order angsuran bank tiap bbulan,tagihan,kredit,pengeluaran
ambil garuda ke bali baru,transport,pesawat,pengeluaran
tongseng siang tadi,makanan,makanan,pengeluaran
makeup blibli,belanja,kecantikan,pengeluaran
naik kereta cepat,transport,umum,pengeluaran
good day,minuman,jajanan,pengeluaran
gnambil pln pasca bayar pagi tadi,tagihan,utilitas,pengeluaran
ngambil apotik kkimia farma,kesehatan,apotek,pengeluaran
tokken pln tiap bulan,tagihan,utilitas,pengeluaran
nonton bioskop rame-rame,hiburan,tontonan,pengeluaran
thgn air,tagihan,tagihan,pengeluaran
pesan uang kost tadi,tagihan,sewa,pengeluaran
beli jus jeruk,minuman,jajanan,pengeluaran
makan di kimukatsu,makanan,makanan,pengeluaran
pesawat ke jakarta,transport,pesawat,pengeluaran
belanja sayur di supermarket,belanja,harian,pengeluaran
isi bayar cicilan motor bareng temn,tagihan,kredit,pengeluaran
order blibli sale di kantor,belanja,online_shop,pengeluaran
beli wetv langganan bareng keluarga,hiburan,streaming,pengeluaran
beelanja elektronik,belanja,elektronik,pengeluaran
hadiah uang dari tante,hadiah,hadiah,pemasukan
ambil main main di rumah,hiburan,hiburan,pengeluaran
beli makup di blibli,belanja,online_shop,pengeluaran
bayar angsuran motr,tagihan,kredit,pengeluaran
bayar gocar,transport,online,pengeluaran
subscribe iuran rt bareng teman,tagihan,iuran,pengeluaran
kuota indsoat,tagihan,internet_pulsa,pengeluaran
beli pulsa indosat bulan lalu,tagihan,internet_pulsa,pengeluaran
langganan bayar iuran rt minggu ini,tagihan,iuran,pengeluaran
bajaj pulang,transport,transport,pengeluaran
dapet komisi penjualan dari mitra,gaji,komisi,pemasukan
